Phase;Type de mission;Mission;Code Programme;Programme;Code Action;Action;Code Sous-Action;Sous-Action;AE PLF 2019;CP PLF 2019;Code Ministère;Ministère
PLF 2019;Budget général;Travail et emploi;111;Amélioration de la qualité de l'emploi et des relations du travail;1;Santé et sécurité au travail;;;24 125 000;24 425 000;36;Travail
PLF 2019;Budget général;Travail et emploi;111;Amélioration de la qualité de l'emploi et des relations du travail;2;Qualité et effectivité du droit;;;21 202 000;21 202 000;36;Travail
PLF 2019;Budget général;Travail et emploi;111;Amélioration de la qualité de l'emploi et des relations du travail;3;Dialogue social et démocratie sociale;;;11 728 266;42 447 570;36;Travail
PLF 2019;Budget général;Travail et emploi;111;Amélioration de la qualité de l'emploi et des relations du travail;4;Lutte contre le travail illégal;;;;;36;Travail
PLF 2019;Budget général;Travail et emploi;155;Conception, gestion et évaluation des politiques de l'emploi et du travail;7;Fonds social européen - Assistance technique;;;;;36;Travail
PLF 2019;Budget général;Travail et emploi;155;Conception, gestion et évaluation des politiques de l'emploi et du travail;8;Fonctionnement des services;;;5 598 704;3 549 711;36;Travail
PLF 2019;Budget général;Travail et emploi;155;Conception, gestion et évaluation des politiques de l'emploi et du travail;9;Systèmes d'information;;;17 594 735;17 594 735;36;Travail
PLF 2019;Budget général;Travail et emploi;155;Conception, gestion et évaluation des politiques de l'emploi et du travail;10;Affaires immobilières;;;2 338 591;4 041 419;36;Travail
PLF 2019;Budget général;Travail et emploi;155;Conception, gestion et évaluation des politiques de l'emploi et du travail;11;Communication;;;7 436 380;7 509 758;36;Travail
PLF 2019;Budget général;Travail et emploi;155;Conception, gestion et évaluation des politiques de l'emploi et du travail;12;Etudes, statistiques évaluation et recherche;;;14 653 722;14 257 508;36;Travail
PLF 2019;Budget général;Travail et emploi;155;Conception, gestion et évaluation des politiques de l'emploi et du travail;13;Politique des ressources humaines;;;28 814 585;27 882 138;36;Travail
PLF 2019;Budget général;Travail et emploi;155;Conception, gestion et évaluation des politiques de l'emploi et du travail;14;Personnels mettant en oeuvre les politiques d'accès et retour à l'emploi;;;72 085 906;72 085 906;36;Travail
PLF 2019;Budget général;Travail et emploi;155;Conception, gestion et évaluation des politiques de l'emploi et du travail;15;Personnels mettant en oeuvre les politiques d'accompagnement des mutations économiques et développement de l'emploi;;;85 833 693;85 833 693;36;Travail
PLF 2019;Budget général;Travail et emploi;155;Conception, gestion et évaluation des politiques de l'emploi et du travail;16;Personnels mettant en oeuvre les politiques d'amélioration de la qualité de l'emploi et des relations du travail;;;333 271 905;333 271 905;36;Travail
PLF 2019;Budget général;Travail et emploi;155;Conception, gestion et évaluation des politiques de l'emploi et du travail;17;Personnels de statistiques, études et recherche;;;21 752 975;21 752 975;36;Travail
PLF 2019;Budget général;Travail et emploi;155;Conception, gestion et évaluation des politiques de l'emploi et du travail;18;Personnels transversaux et de soutien;;;101 512 491;101 512 491;36;Travail
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
